"ORIGFDCD","ORIGFDNM","ENGFDNAM","ORIGGPCD","SCINAM"
12736.00,"Gouda","Gouda cheese","06.5",
12833.00,"Crottin de chèvre","Crottin goat cheese","06.1",
12842.00,"Sainte-Maure","Sainte Maure goat cheese","06.1",
16415.00,"Beurre léger, 39-41% MG","Dairy spread, 39-41% fat","08.1",
18340.00,"Boisson gazeuse aux fruits (à moins de 10% de jus), ""light""","Carbonated beverage, fruit (<10% fruit juice), artificial sweetener","22.1",
19515.00,"Fromage blanc battu au lait partiellement écrémé nature","Quark 30% fidm, made of partially skimmed milk","05.5",
19522.00,"Fromage blanc battu au lait entier nature","Quark 40% fidm, made of whole milk","05.5",
19562.00,"Fromage frais type petit suisse au lait demi-écrémé nature","Petit-Suisse type cheese 20% fidm, plain, made of half-skimmed-milk","05.5",
19568.00,"Fromage frais type petit suisse maigre 0%, nature","Petit-Suisse type cheese 0% fidm, plain, made of skimmed milk","05.5",
19606.00,"Spécialité laitière ou yaourt 0%, nature","Yoghurt, nonfat, plain","05.4",
20079.00,"Champignon de Paris, appertisé","Mushroom, Agaricus bisporus, canned","15","Agaricus bisporus"
31113.00,"Barre céréalière aux fruits","Cereal bar with fruit","04",
23531.00,"Charlotte aux fruits","Fruit charlotte, from bakery","03.1",
11113.00,"Sauce béchamel, en brique","Sauce, bechamel, commercial","28.4",
17701.00,"Huile combinée, mélange d'huile d'olive et de graines","Vegetable oil, blended, dietetic","08.4",
12801.00,"Fromage de chèvre lactique affiné, au lait cru (type Crottin de Chavignol, Picodon, Rocamadour, Ste-Maure)","Goat cheese from raw milk","06.1",
25109.00,"Spaghetti, sauce tomate","Spaghetti with tomato sauce","25.4",
25403.00,"Hot-dog","Hot-dog","26",
25916.00,"Soupe minestrone, préemballée à réchauffer ou déshydratée reconstituée","Soup, minestrone","27.1",
26041.00,"Thon, cuit au four","Tuna, oven cooked","13.1","Thunnus spp."
26057.00,"Limande, crue","Dab, raw","13.1","Limanda limanda (Linnaeus, 1758)"
26073.00,"Raie, cuite au court-bouillon","Skate, simmered","13.1","Raja spp."
26078.00,"Thon germon ou thon blanc à l'huile de soja, appertisé, égoutté","Tuna, albacore, canned in soybean oil, drained","13.2","Thunnus alalunga Bonnaterre"
11112.00,"Harissa (sauce condimentaire)","Harissa, prepared","28.4",
25621.00,"Houmous","Hummus","28.4",
4013.00,"Pomme de terre noisette, précuite, surgelée","Potato ball, precooked, frozen","17",
18101.00,"Poudre cacaotée sucrée pour boisson (poudre ou granulés)","Beverage base, chocolat flavoured, sweetened (powder)","22.4",
5011.00,"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)","Beer, regional breweries","23.1",
24007.00,"Biscuit sec croquant au chocolat, allégé en matière grasse","Biscuit (cookie), light, chocolate","03.2",
15039.00,"Châtaigne ou Marron, appertisé","Chestnut, canned","20",
13147.00,"Olives vertes, dénoyautées, fourrées (anchois, poivrons, etc.)","Olive, green, stuffed","28.4",
4006.00,"Pomme de terre avec peau, cuite à la vapeur","Potato, with skin, steamed","17",
5004.00,"Panaché (bière + limonade)","Shandy (beer + lemonaide)","23.5",
9111.00,"Riz sauvage, cuit","Wild rice, boiled","01.2",
9683.00,"Couscous, graine cuite","Couscous grains, cooked","01.3",
11005.00,"Curry, en poudre","Curry powder","28.3",
11033.00,"Basilic, frais","Basil, fresh","28.3",
12746.00,"Fromage des Pyrénées au lait de vache","Pyrénées cheese from cow's milk","06.5",
19570.00,"Petit-suisse à la crème, nature","Petit-Suisse 60% fidm, plain, with cream","05.5",
12708.00,"Fromage à pâte ferme environ 28% MG","Semi-hard cheese 40-50% fidm, 28% fat","06.5",
6122.00,"Boeuf, plat de côtes, cru","Beef, short ribs","09",
12031.00,"Neufchâtel","Neufchâtel cheese","06.1",
13024.00,"Clémentine ou Mandarine, fraîche, pulpe","Clementine or Mandarin orange, pulp, raw","18.1","Citrus reticulata Swingle"
13028.00,"Myrtille, fraîche","Blueberry, raw","18.1",
19415.00,"Crème de lait >= 30% MG, fluide, UHT","Cream, fluid, 30% fat, UHT pasteurized","05.3",
20005.00,"Bette, cuite","Swiss chard, cooked","15",
20039.00,"Poireau, cru","Leek, raw","15",
20172.00,"Tomate cerise crue","Tomato, cherry","15",
22000.00,"Oeuf, cru","Egg, whole, raw","07",
23422.00,"Pâte feuilletée, cuite","Pastry, flaky, cooked","03.4",
25404.00,"Pizza fromage","Pizza, tomato and cheese","25.6",
26087.00,"Maquereau fumé","Mackerel, smoked","13.2","Scomber (Scomber) scombrus Linnaeus, 1758"
26134.00,"Lieu noir, cru","Pollock, raw","13.1","Pollachius virens L."
40102.00,"Foie, agneau, cru","Liver, lamb, raw","11",
9445.00,"Farine de blé tendre ou froment T80","Wheat flour, wholemeal type 80","01.1",
16731.00,"Matière grasse à 38-41% MG, légère, avec ALA et DHA","Fat spread 38-41% fat, with ALA and DHA","08.3",
28860.00,"Viande des Grisons","Viande des Grisons or Bündnerfleisch","12",
7420.00,"Pain grillé suédois au blé complet","Swedish toast, wholewheat","02.3",
25419.00,"Rouleau de printemps","Summer roll or Vietnamese spring roll","25",
10002.00,"Calmar ou Calamar ou encornet, à la romaine (beignet)","Squid fritter, fried","25.2",
12355.00,"Spécialité fromagère fondante au fromage blanc et aux noix","Processed cheese with walnuts","06.8",
4028.00,"Pomme de terre de conservation, cuite à l'eau, sans peau","Potato, stored, boiled, peeled","17",
4029.00,"Pomme de terre primeur, cuite à l'eau, sans peau","Potato, primeur, boiled, peeled","17",
28203.00,"Porc, filet mignon, cuit","Pork filet mignon, cooked","09",
28461.00,"Porc, escalope de jambon, cuite","Pork, scallop, cooked","09",
28010.00,"Porc, épaule, cuite","Pork shoulder, cooked","09",
28102.00,"Porc, rouelle de jambon, crue","Pork, round steak, raw","09",
28103.00,"Porc, rouelle de jambon, cuite","Pork, round steak, cooked","09",
28104.00,"Porc, rôti carré, cru","Pork, rack, raw","09",
4005.00,"Pomme de terre frite ou Frite, cuite, non salée","Potato chip (french fry), no salt","17",
7730.00,"Pain au chocolat feuilleté, artisanal","Bun with chocolate filling, from bakery","02.4",
11014.00,"Persil frais","Parsley, raw","28.3",
12325.00,"Cancoillotte (spécialité fromagère fondue)","Cancoillotte processed cheese spread","06.8",
13025.00,"Mangue, fraîche, pulpe","Mango, pulp, raw","18.1","Mangifera indica L."
18070.00,"Café décaféiné, non sucré","Coffee, decaffeinated, unsweetened","22.4",
20027.00,"Épinard, cuit","Spinach, steamed","15",
20904.00,"Tofu","Tofu, soy bean curd","16",
22009.00,"Jaune d'oeuf, cuit","Egg yolk, cooked","07",
24015.00,"Biscuit sec petit beurre","Biscuit (cookie), butter, sweet","03.2",
26026.00,"Mulet, cuit au four","Mullet, oven cooked","13.1","Mugil spp."
26071.00,"Thon à l'huile, appertisé, égoutté","Tuna, canned in oil, drained solids","13.2","Thunnus spp."
28502.00,"Poitrine de porc, fumée, crue","Pork, breast, smoked, raw","12",
31060.00,"Bonbon gélifié","Sweets (candy), jelly beans","21.3",
40058.00,"Coeur, agneau, cru","Heart, lamb, raw","11",
18071.00,"Café expresso, non sucré","Coffee expresso, unsweetened","22.4",
39518.00,"Omelette norvégienne","Baked alaska","05.8",
18047.00,"Boisson à l'eau minérale (ou de source) sucrée et aromatisée, arôme agrumes","Water, bottled, flavoured, citrus","22.1",
18029.00,"Boisson rafraîchissante sans alcool (aliment moyen)","Non-alcoholic beverage (average)","AM",
10025.00,"Crabe ou Tourteau, cuit à l'eau","Crab, boiled","14.1","Cancer pagurus"
7413.00,"Tartine craquante, extrudée et grillée, fourrée aux fruits","Biscuit, extruded, fruit filling","03.2",
11058.00,"Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)","Salt, white, for human consumption (sea, igneous or rock), iodine added, no other enrichment","28.3",
27014.00,"Truite arc en ciel, élevage, cuite au four","Rainbow trout, cooked, dry heat","13.1","Oncorhynchus mykiss"
76008.00,"Eau minérale Auvergne, embouteillée, gazeuse, fortement minéralisée (Cornillon, 38)","Water, mineral, carbonated, AUVERGNE","22.2",
76016.00,"Eau minérale Contrex, embouteillée, non gazeuse, fortement minéralisée (Contrexéville, 88)","Water, mineral, non-carbonated, CONTREX","22.2",
25556.00,"Beignet de légumes, fait maison","Vegetable fritter, home made","25.3",
25488.00,"Sandwich baguette, saumon fumé, beurre","Sandwich on french bread, smoked salmon and butter","26",
25174.00,"Poulet au curry","Chicken curry","25.1",
23430.00,"Feuille de brick, cuite","Brik pastry sheet, baked","03.4",
9614.00,"Semoule de maïs, sec","Polenta, dry","01.1",
51500.00,"Meloukhia, feuilles de corète séchées, en poudre","Molokhia powder (dried Tossa Jute leaves powder)","28.3","Corchorus olitorius L.)"
9900.00,"Vermicelle de riz, sèche","Rice noodle, dry","01.3",
9901.00,"Vermicelle de riz, cuite","Rice noodle, cooked","01.3",
9902.00,"Vermicelle de soja, sèche","Soy noodle, dry","01.3",
9903.00,"Vermicelle de soja, cuite","Soy noodle, cooked","01.3",
2365.00,"Fruit de la passion ou Maracuja, nectar","Passion fruit nectar","19",
20099.00,"Mâche, crue","Corn-salad, raw","15","Valerianella locusta (L.) Laterr."
25516.00,"Pizza (aliment moyen)","Pizza (average)","AM",
25532.00,"Sandwich baguette, oeuf, crudités (tomate, salade), mayonnaise","Sandwich on french bread, egg, lettuce & tomato, mayonnaise","26",
25906.00,"Soupe aux poireaux et pommes de terre","Soup, leek and potato","27.1",
19501.00,"Fromage blanc nature ou aux fruits (aliment moyen)","Quark, plain or fruit (average)","AM",
25546.00,"Fromage pané au jambon","Cheese and ham, breaded","25.5",
25552.00,"Crêpe fourrée béchamel jambon fromage champignon","Crepe, stuffed with ham, cheese and mushrooms","25.6",
11080.00,"Herbes aromatiques fraîches (aliment moyen)","Herbs, fresh (average)","AM",
10027.00,"Clam, Praire ou Palourde, cuit à l'eau","Clam, cooked","14.1",
2023.00,"Mangue, jus frais","Mango juice, raw","19","Mangifera indica L."
2370.00,"Mangue, nectar","Mango nectar","19",
11018.00,"Vinaigre","Vinegar","28.4",
15005.00,"Noix, séchée, cerneaux","Walnut","20",
15021.00,"Châtaigne, grillée","Chestnut, roasted","20","Castenea sativa"
20085.00,"Poivron vert, cru","Pepper, sweet, green, raw","15",
20125.00,"Champignon de Paris ou Champignon de couche, sauté","Mushroom, Agaricus bisporus, sauteed","15",
24630.00,"Madeleine","Madeleine biscuit (cookie)","03.1",
25125.00,"Paupiette de veau","Veal paupiette","25.1",
25510.00,"Gnocchi aux pommes de terre","Gnocchi, potato","01.3",
25600.00,"Céleri rémoulade","Celeriac in remoulade sauce","24",
25905.00,"Soupe de légumes, déshydratée reconstituée","Soup, vegetable, reconstituted","27.1",
36306.00,"Dinde, escalope, sautée","Turkey, breast, meat only, sauteed","10",
25947.00,"Bouillon de volaille, déshydraté reconstitué","Broth, chicken, reconstituted","27.2",
1019.00,"Kir royal (au champagne)","Cocktail of champagne with black current liqueur","23.5",
11158.00,"Sauce au beurre","Sauce, butter","28.4",
42500.00,"Farine bouillie petit déjeuner bébé","Babyfood, cereal, mixed, prepared with whole milk","29",
25472.00,"Pizza 4 saisons","Pizza, 4 seasons","25.6",
20010.00,"Champignon, tout type, cru","Mushroom, raw","15",
51511.00,"Frik (blé dur immature concassé), cuit","Frik (crushed immature hard wheat), cooked","01.2",
51502.00,"Meloukhia, sauce, artisanale","Molokhia sauce","28.4",
2009.00,"Nectar multifruit - base pomme, standard","Fruit nectar - apple base","19",
2010.00,"Nectar multifruit - base pomme, multivitaminé","Fruit nectar - apple base, vitamins added","19",
7412.00,"Tartine craquante, extrudée et grillée, fourrée au chocolat","Biscuit, extruded, chocolate filling","03.2",
2038.00,"Jus multifruit - base orange, standard","Fruit juice, mixed - orange base","19",
2062.00,"Nectar multifruit - base orange, multivitaminé","Fruit nectar - orange base, vitamins added","19",
2011.00,"Jus multifruit - base orange, multivitaminé","Fruit juice, mixed - orange base, vitamins added","19",
2063.00,"Nectar multifruit - base orange, standard","Fruit nectar - orange base","19",
2076.00,"Pomme, nectar","Apple nectar","19",
2048.00,"Jus multifruit - base pomme, standard","Fruit juice, mixed - apple base","19",
2050.00,"Jus multifruit - base pomme, multivitaminé","Fruit juice, mixed - apple base, vitamins added","19",
31081.00,"Bonbon au caramel, mou","Soft caramel candy","21.3",
23022.00,"Canelé","Canelé","03.1",
23586.00,"Gâteau mi-cuit au chocolat ou Moelleux au chocolat","Cake, chocolate","03.1",
24682.00,"Gâteau au fromage frais ou Cheese-cake","Cheese cake","03.1",
23494.00,"Tarte aux abricots","Apricot pie","03.1",
23495.00,"Tarte aux fruits rouges","Red berries pie","03.1",
38405.00,"Biscuit apéritif à base de pomme de terre, type tuile salée","Cocktail biscuit, potato-based, tuile wafer","03.3",
25176.00,"Blanquette de veau et riz","Veal stew in white sauce, with rice","25.1",
19623.00,"Spécialité laitière au lait entier, au bifidus, aux fruits, sucrée, source de fibres","Yoghurt, wholemilk, Bifidus, with fruit, sweetened, source of fibers","05.4",
6904.00,"Cheval, faux-filet, cru","Horse, meat, raw","09",
6903.00,"Cheval, tende de tranche, crue","Horse, meat, raw","09",
6905.00,"Cheval, entrecôte muscle, cru","Horse, meat, raw","09",
11083.00,"Sel marin gris, non iodé, non fluoré","Salt, sea, grey, no enrichment","28.3",
27030.00,"Bar commun ou Loup, cuit au four","Sea bass, cooked","13.1","Dicentrachus labrax (Linnaeus, 1758), Morone labrax L."
11082.00,"Fleur de sel, non iodée, non fluorée","""Fleur de sel"", no enrichment","28.3",
6522.00,"Veau, noix, crue","Veal, noix, raw","09",
6583.00,"Veau, jarret, cru","Veal, knuckle, raw","09",
21514.00,"Agneau, collier, cru","Lamb, neck, raw","09",
21515.00,"Agneau, selle, crue","Lamb, loin, raw","09",
21516.00,"Agneau, côte filet, crue","Lamb, loin double chops, raw","09",
21517.00,"Agneau, côte première, crue","Lamb, rib chop, raw","09",
6270.00,"Boeuf, paleron, cru","Beef, chuck, raw","09",
6130.00,"Boeuf, hampe, crue","Beef, hip, sirloin, raw","09",
6140.00,"Boeuf, joue, crue","Beef, cheek, raw","09",
6160.00,"Boeuf, tende de tranche, crue","Beef, shoulder palette, raw","09",
31082.00,"Préparation de fruits","Jam, apricot","21.2",
24689.00,"Biscuit pour bébé","Baby biscuit","33",
13160.00,"Boisson à base de plantes pour bébé","Plant-based beverage for baby","33",
13159.00,"Boisson aux fruits pour bébé dès 4/6mois","Fruit-based beverage for baby from 4/6 months","33",
13161.00,"Boisson infantile céréales lactées aux légumes pour dîner dès 4/6 mois","Milky cereal-based beverage with vegetables for baby's dinner from 4/6 months","33",
13162.00,"Boisson infantile céréales lactées aux fruits pour le goûter dès 4/6 mois","Milky cereal-based beverage with fruits for baby's snack from 4/6 months","33",
13167.00,"Céréales instantanées, poudre à reconstituer, dès 4/6 mois","Instant cereal (powder to be reconstituted) for baby from 4/6 months","33",
13168.00,"Céréales instantanées, poudre à reconstituer, dès 6 mois","Instant cereal (powder to be reconstituted) for baby from 6 months","33",
13164.00,"Dessert lacté infantile type crème dessert","Milk-based dessert for baby, custard","33",
13165.00,"Dessert lacté infantile au riz ou à la semoule","Milk-based dessert for baby, rice or semolina pudding","33",
13166.00,"Dessert lacté infantile nature sucré ou aux fruits","Milk-based dessert with fruits for baby","33",
19013.00,"Lait 1er âge, reconstitué à l'eau faiblement minéralisée (préparation pour nourrissons)","First milk, reconstituted with low mineral content water (infant formulae)","33",
19014.00,"Lait 2ème âge, reconstitué à l'eau faiblement minéralisée (préparation de suite)","Follow-on milk, reconstituted with low mineral content water (follow-on formula)","33",
19012.00,"Lait de croissance infantile liquide (aliment lacté destiné aux enfants en bas âge)","Growing-up milk for baby","33",
13157.00,"Petit pot fruit avec banane pour bébé","Fruit pot for baby, with banana","33",
13158.00,"Petit pot fruit sans banane pour bébé","Fruit pot for baby, without banana","33",
20246.00,"Petit pot légumes, dès 4-6 mois","Vegetable pot for baby, from 4-6 months","33",
20247.00,"Petit pot légumes, avec féculent, dès 4/6 mois","Vegetable pot for baby, with starch, from 4-6 months","33",
20248.00,"Plat légumes, avec féculent, dès 6-8 mois","Vegtable dish for baby, with starch, from 6-8 months","33",
20249.00,"Plat légumes, avec féculent et lait/crème, dès 6-8 mois","Vegtable dish for baby, with milk/cream and starch, from 6-8 months","33",
42603.00,"Plat légumes, avec féculent et viande/poisson, dès 6-8 mois","Vegetable dish for baby, with meat/fish and starch, from 6-8 months","33",
20250.00,"Plat légumes, avec féculent et lait/crème, dès 8-12 mois","Vegtable dish for baby, with milk/cream and starch, from 8-12 months","33",
42604.00,"Plat légumes, avec féculent et viande/poisson, dès 8-12 mois","Vegetable dish for baby, with meat/fish and starch, from 8-12 months","33",
20251.00,"Plat légumes, avec féculent et lait/crème, dès 12 mois","Vegtable dish for baby, with milk/cream and starch, from 12 months","33",
42605.00,"Plat légumes, avec féculent et viande/poisson, dès 12 mois","Vegetable dish for baby, with meat/fish and starch, from 12 months","33",
42501.00,"Poudre cacaotée pour bébé","Cocoa powder mix for baby beverage","33",
20252.00,"Soupe pour bébé légumes et pomme de terre","Vegetable soup for baby, with potato","33",
20253.00,"Soupe pour bébé légumes, céréales et lait","Vegetable soup for baby, with cereals and milk","33",
